Date,device_SN,device_Model,device_Age,processor,cores,graphics,CPU_Utilization,Memory Utilization,diskIO Utilization,List Of Applications Running,Crashed Applications,IsApplicationCrashed
5/4/2024,0007460G629,ELITEBOOK G6,4,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,35,100,35,"Chrome, Media Player, Image Editor, Teams","Chrome, Media Player, Image Editor",Y
5/4/2024,0007460G630,OPTIPLEX 7040,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Intel(R) UHD Graphics 630,90,45,60,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Chrome, Teams",Y
5/4/2024,0007460G631,ELITEBOOK G6,4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Intel(R) UHD Graphics 620,50,45,75,"Outlook, Image Editor, Chrome, Teams, Games, Python","Teams, Games",Y
5/4/2024,0007460G632,PRODESK 400 G4 DM (TAA),2,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,Intel(R) HD Graphics 4600,45,80,45,"Outlook, Zoom, Chrome, Teams, Edge, Intellij",Intellij,Y
5/4/2024,0007460G633,Inspiron 5000,4,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,4,AMD Radeon(TM) R5 Graphics,80,70,55,"Outlook, Image Editor, Chrome, Teams, Python","Teams, Python",Y
5/4/2024,0007460G634,ELITEBOOK X360 1030 G3,1,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,90,85,55,"Outlook, Python, Chrome, Teams, Games, Intellij","Games, Intellij",Y
5/4/2024,0007460G635,ELITEDESK 800 G6 DESKTOP MINI PC,4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,60,75,80,"Outlook, Image Editor, Chrome, Teams, Games, Python","Chrome, Teams",Y
5/4/2024,0007460G636,Vostro 3000,3,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,35,35,70,"Outlook, Image Editor, Chrome, Teams, Games, Python","Chrome, Teams",Y
5/4/2024,0007460G637,Chromebook 14,2,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,Intel(R) UHD Graphics 630,60,50,85,"Outlook, Zoom, Chrome, Teams, Edge, Intellij",Intellij,Y
5/4/2024,0007460G638,OPTIPLEX 7040,4,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,55,75,20,"Outlook, Python, Chrome, Teams, Games, Intellij",Intellij,Y
5/4/2024,0007460G639,ELITEBOOK G6,4,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,4,Intel(R) UHD Graphics 630,55,100,90,"Outlook, Image Editor, Chrome, Teams, Games, Python","Teams, Games",Y
5/4/2024,0007460G640,PRODESK 400 G7,2,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,10,60,95,"Outlook, Image Editor, Chrome, Teams, Games, Python","Teams, Games",Y
5/4/2024,0007460G641,200 G3 AIO,1,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,8,Intel(R) UHD Graphics 630,75,75,95,"Outlook, Python, Chrome, Teams, Games, Intellij","Teams, Games, Intellij",Y
5/4/2024,0007460G642,PRODESK 400 G4 DM (TAA),1,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,8,Intel(R) UHD Graphics 620,60,80,85,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Spotify, Intellij",Y
5/4/2024,0007460G643,200 G3 AIO,1,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,6,Intel(R) UHD Graphics 620,20,20,100,"Outlook, VSCode, Chrome, spotify, Games, Excel","Games, Excel",Y
5/4/2024,0007460G644,PRODESK 400 G4 DM (TAA),1,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,6,Intel(R) UHD Graphics 620,60,75,55,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Intellij,Y
5/4/2024,0007460G645,Inspiron 5000,3,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,60,20,10,"Powerpoint, Excel, Chrome, Outlook",Null,N
5/4/2024,0007460G646,OPTIPLEX 7040,4,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,20,10,45,"Outlook, Python, Chrome, Teams, Games, Intellij","Teams, Games, Intellij",Y
5/4/2024,0007460G647,OPTIPLEX 7040,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,100,90,80,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Teams, Edge, Intellij",Y
5/4/2024,0007460G648,ELITEBOOK G7 NOTEBOOK PC,2,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,6,Intel(R) UHD Graphics 630,55,50,60,"Edge, Teams, Intellij",Null,N
5/4/2024,0007460G649,200 G3 AIO,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 630,75,50,10,"Chrome, Media Player, Image Editor, Teams",Teams,Y
5/4/2024,0007460G650,ELITEBOOK G7 NOTEBOOK PC,2,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,AMD Radeon(TM) R5 Graphics,85,60,45,"Outlook, Python, Chrome, Teams, Games, Intellij","Teams, Games, Intellij",Y
5/4/2024,0007460G651,ELITEBOOK G6,2,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,8,Intel(R) HD Graphics 4600,70,70,45,"Outlook, Image Editor, Chrome, Teams, Games, Python","Chrome, Teams",Y
5/4/2024,0007460G652,Chromebook 14,4,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,6,Intel(R) UHD Graphics 620,80,60,100,"Outlook, VSCode, Chrome, spotify, Games, Excel","Games, Excel",Y
5/4/2024,0007460G653,Vostro 3000,3,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Intel(R) UHD Graphics 630,90,10,90,"Outlook, Image Editor, Chrome, Teams, Games, Python","Games, Python",Y
5/4/2024,0007460G654,ELITEBOOK G7 NOTEBOOK PC,4,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,6,Intel(R) HD Graphics 4600,50,60,55,"Chrome, Media Player, Image Editor, Teams",Null,N
5/4/2024,0007460G655,PRODESK 400 G7,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,80,60,10,"Outlook, Image Editor, Chrome, Teams, Games, Python","Games, Python",Y
5/4/2024,0007460G656,OPTIPLEX 7040,4,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,4,AMD Radeon(TM) R5 Graphics,80,90,20,"Outlook, VSCode, Chrome, spotify, Games, Excel","VSCode, Chrome",Y
5/4/2024,0007460G657,ELITEDESK 800 G5 DESKTOP MINI,1,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,90,70,35,"Outlook, Python, Chrome, Teams, Games, Intellij","Teams, Games, Intellij",Y
5/4/2024,0007460G658,ELITEDESK 800 G5 DESKTOP MINI,3,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,4,Intel(R) UHD Graphics 620,100,95,80,"Outlook, Python, Chrome, Teams, Games, Intellij","Teams, Games, Intellij",Y
5/4/2024,0007460G659,OPTIPLEX 7040,4,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,75,10,10,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Powerpoint, Excel",Y
5/4/2024,0007460G660,ELITEBOOK G6,4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Intel(R) UHD Graphics 630,20,45,85,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Google Drive,Y
5/4/2024,0007460G661,ELITEDESK 800 G5 DESKTOP MINI,1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,4,Intel(R) UHD Graphics 620,100,70,90,"Chrome, Media Player, Image Editor, Teams","Image Editor, Teams",Y
5/4/2024,0007460G662,ELITEDESK 800 G6 DESKTOP MINI PC,4,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,4,Intel(R) UHD Graphics 620,55,70,10,"Outlook, VSCode, Chrome, spotify, Games, Excel",Null,N
5/4/2024,0007460G663,Inspiron 5000,4,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,8,AMD Radeon(TM) R5 Graphics,95,75,95,"Chrome, Media Player, Image Editor, Teams",Teams,Y
5/4/2024,0007460G664,Vostro 3000,1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,8,Intel(R) UHD Graphics 630,85,85,90,"Outlook, Python, Chrome, Teams, Games, Intellij",Intellij,Y
5/4/2024,0007460G665,ELITEDESK 800 G6 DESKTOP MINI PC,2,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",8,Intel(R) UHD Graphics 630,50,70,75,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij", Intellij,Y
5/4/2024,0007460G666,PRODESK 400 G4 DM (TAA),1,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,8,Intel(R) UHD Graphics 630,100,90,80,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Google Drive, Chrome",Y
5/4/2024,0007460G667,Chromebook 14,1,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,10,45,10,"Outlook, Zoom, Chrome, Teams, Edge, Intellij",Null,N
5/4/2024,0007460G668,ELITEBOOK G7 NOTEBOOK PC,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Intel(R) UHD Graphics 630,85,50,90,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Google Drive, Chrome, Teams",Y
5/4/2024,0007460G669,ELITEBOOK G7 NOTEBOOK PC,3,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,10,95,75,"Outlook, Image Editor, Chrome, Teams, Games, Python","Teams, Games",Y
5/4/2024,0007460G670,ELITEDESK 800 G5 DESKTOP MINI,3,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Intel(R) UHD Graphics 630,70,90,45,"Outlook, VSCode, Chrome, spotify, Games, Excel","Games, Excel",Y
5/4/2024,0007460G671,PRODESK 600 G5 SFF,2,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,8,Intel(R) HD Graphics 4600,45,90,75,"Outlook, Image Editor, Chrome, Teams, Games, Python","Teams, Games",Y
5/4/2024,0007460G672,Chromebook 14,2,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,55,100,55,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Teams, Edge, Intellij",Y
5/4/2024,0007460G673,Inspiron 5000,4,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,6,Intel(R) UHD Graphics 630,100,20,10,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Teams, Edge, Intellij",Y
5/4/2024,0007460G674,200 G3 AIO,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 630,30,80,35,"Outlook, Python, Chrome, Teams, Games, Intellij","Teams, Intellij",Y
5/4/2024,0007460G675,Inspiron 5000,1,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,4,Intel(R) UHD Graphics 620,80,100,80,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Teams, Edge, Intellij",Y
5/4/2024,0007460G676,OPTIPLEX 7040,1,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,8,Intel(R) HD Graphics 4600,85,85,10,"Outlook, Python, Chrome, Teams, Games, Intellij","Teams, Games, Intellij",Y
5/4/2024,0007460G677,Vostro 3000,2,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,30,60,30,"Outlook, Image Editor, Chrome",Null,N
5/4/2024,0007460G678,ELITEBOOK G6,3,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,8,Intel(R) UHD Graphics 630,70,75,70,"Outlook, Image Editor, Chrome, Teams, Games, Python","Teams, Games, Python",Y
5/4/2024,0007460G679,PRODESK 400 G4 DM (TAA),4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Intel(R) HD Graphics 4600,70,45,35,"Outlook, VSCode, Chrome, spotify, Games, Excel","Games, Excel",Y
5/4/2024,0007460G680,PRODESK 400 G4 DM (TAA),4,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",4,AMD Radeon(TM) R5 Graphics,55,45,55,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Null,N
5/4/2024,0007460G681,PRODESK 400 G7,4,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,6,Intel(R) UHD Graphics 630,100,70,50,"Outlook, Image Editor, Chrome, Teams, Games, Python","Chrome, Teams",Y
5/4/2024,0007460G682,ELITEBOOK X360 1030 G3,3,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,90,75,85,"Chrome, Media Player, Image Editor, Teams","Image Editor, Teams",Y
5/4/2024,0007460G683,200 G3 AIO,1,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,4,Intel(R) UHD Graphics 620,35,10,80,"Chrome, Media Player, Image Editor, Teams",Teams,Y
5/4/2024,0007460G684,Chromebook 14,2,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,4,Intel(R) UHD Graphics 630,70,45,55,"Outlook, Image Editor, Chrome, Teams, Games, Python",Outlook,Y
5/4/2024,0007460G685,Inspiron 5000,3,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,4,Intel(R) UHD Graphics 620,100,20,30,"Outlook, Image Editor, Chrome, Teams, Games, Python","Games, Python",Y
5/4/2024,0007460G686,ELITEBOOK G7 NOTEBOOK PC,1,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,55,100,60,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Powerpoint, Excel, Zoom",Y
5/4/2024,0007460G687,200 G3 AIO,4,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,85,45,95,"Outlook, Python, Chrome, Teams, Games, Intellij","Games, Intellij",Y
5/4/2024,0007460G688,ELITEDESK 800 G5 DESKTOP MINI,1,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,8,Intel(R) HD Graphics 4600,55,10,35,"Chrome, Media Player, Image Editor, Teams",Null,N
5/4/2024,0007460G689,OPTIPLEX 7040,2,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,4,Intel(R) UHD Graphics 630,10,50,75,"Outlook, VSCode, Chrome, Excel",Null,N
5/4/2024,0007460G690,Chromebook 14,3,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,95,90,30,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Outlook, Edge, Intellij",Y
5/4/2024,0007460G691,ELITEBOOK G6,4,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,6,Intel(R) HD Graphics 4600,90,30,95,"Outlook, VSCode, Chrome, spotify, Games, Excel","VSCode, Chrome",Y
5/4/2024,0007460G692,200 G3 AIO,1,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,8,Intel(R) HD Graphics 4600,10,85,80,"Outlook, Python, Chrome, Teams, Games, Intellij","Chrome, Teams",Y
5/4/2024,0007460G693,Chromebook 14,1,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,Intel(R) UHD Graphics 630,50,85,45,"Outlook, VSCode, Chrome, spotify, Games, Excel","VSCode, Chrome",Y
5/4/2024,0007460G694,Vostro 3000,4,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,6,Intel(R) UHD Graphics 630,100,60,90,"Outlook, Python, Chrome, Teams, Games, Intellij","Chrome, Outlook, Games",Y
5/4/2024,0007460G695,Inspiron 5000,2,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,4,Intel(R) UHD Graphics 630,30,70,100,"Outlook, Python, Chrome, Teams, Games, Intellij","Chrome, Outlook, Games",Y
5/4/2024,0007460G696,PRODESK 400 G7,4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Intel(R) UHD Graphics 620,30,95,50,"Outlook, VSCode, Chrome, spotify, Games, Excel","Chrome, Games",Y
5/4/2024,0007460G697,200 G3 AIO,3,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,4,Intel(R) UHD Graphics 630,80,20,20,"Outlook, Image Editor, Chrome, Teams, Games, Python","Outlook, Image Editor, Chrome",Y
5/4/2024,0007460G698,PRODESK 400 G7,4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 630,95,10,35,"Outlook, Image Editor, Chrome, Teams, Games, Python","Outlook, Image Editor, Chrome",Y
5/4/2024,0007460G699,PRODESK 600 G5 SFF,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Intel(R) UHD Graphics 630,95,95,20,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Outlook, Edge, Intellij",Y
5/4/2024,0007460G700,OPTIPLEX 7040,2,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,8,Intel(R) UHD Graphics 630,45,75,30,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Teams, Spotify",Y
5/4/2024,0007460G701,Vostro 3000,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,35,70,10,"Outlook, Image Editor, Chrome, Teams, Games, Python","Teams, Games, Python",Y
5/4/2024,0007460G702,PRODESK 400 G4 DM (TAA),1,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,45,70,35,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Chrome, Games",Y
5/4/2024,0007460G703,ELITEDESK 800 G5 DESKTOP MINI,4,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,95,75,30,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Teams, Edge",Y
5/4/2024,0007460G704,Vostro 3000,4,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,8,AMD Radeon(TM) R5 Graphics,60,90,55,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Zoom, Chrome",Y
5/4/2024,0007460G705,Vostro 3000,3,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,8,Intel(R) UHD Graphics 630,100,10,10,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Zoom, Chrome",Y
5/4/2024,0007460G706,PRODESK 400 G4 DM (TAA),3,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,4,Intel(R) UHD Graphics 630,30,90,55,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Outlook, Edge, Intellij",Y
5/4/2024,0007460G707,OPTIPLEX 7040,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,80,50,10,"Outlook, Image Editor, Chrome, Teams, Games, Python","Chrome, Teams, Games,",Y
5/4/2024,0007460G708,ELITEDESK 800 G6 DESKTOP MINI PC,1,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,8,AMD Radeon(TM) R5 Graphics,50,75,90,"Outlook, VSCode, Chrome, spotify, Games, Excel","Outlook, VSCode, Excel",Y
5/4/2024,0007460G709,PRODESK 400 G4 DM (TAA),4,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,4,Intel(R) UHD Graphics 630,80,70,10,"Chrome, Media Player, Image Editor, Teams","Media Player, Image Editor",Y
5/4/2024,0007460G710,Vostro 3000,2,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,50,75,80,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Outlook, Edge, Intellij",Y
5/4/2024,0007460G711,ELITEBOOK G6,1,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,85,60,45,"Outlook, Python, Chrome, Teams, Games, Intellij","Intellij, Games",Y
5/4/2024,0007460G712,ELITEDESK 800 G6 DESKTOP MINI PC,4,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,Intel(R) UHD Graphics 630,80,30,75,"Outlook, Python, Chrome, Teams, Games, Intellij","Intellij, Games",Y
5/4/2024,0007460G713,Chromebook 14,2,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,Intel(R) UHD Graphics 630,85,100,20,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Teams, Intellij",Y
5/4/2024,0007460G714,OPTIPLEX 7040,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 630,10,55,55,"Chrome, Media Player, Image Editor",Null,N
5/4/2024,0007460G715,PRODESK 600 G5 SFF,2,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,4,Intel(R) HD Graphics 4600,80,80,95,"Chrome, Media Player, Image Editor, Teams","Media Player, Image Editor",Y
5/4/2024,0007460G716,ELITEBOOK G7 NOTEBOOK PC,1,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,6,Intel(R) UHD Graphics 630,35,50,35,"Outlook, VSCode, Chrome, Excel",Null,N
5/4/2024,0007460G717,PRODESK 400 G4 DM (TAA),3,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Intel(R) UHD Graphics 620,95,90,95,"Outlook, Python, Chrome, Teams, Games, Intellij","Outlook, Python, Chrome",Y
5/4/2024,0007460G718,200 G3 AIO,4,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,4,Intel(R) UHD Graphics 630,90,30,95,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Teams, Edge, Intellij",Y
5/4/2024,0007460G719,ELITEDESK 800 G6 DESKTOP MINI PC,2,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",4,Intel(R) UHD Graphics 630,95,75,75,"Outlook, Image Editor, Chrome, Teams, Games, Python","Outlook, Image Editor",Y
5/4/2024,0007460G720,OPTIPLEX 7040,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,AMD Radeon(TM) R5 Graphics,50,75,60,"Outlook, Zoom, Chrome, Teams, Edge, Intellij",Intellij,Y
5/4/2024,0007460G721,Chromebook 14,3,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,50,80,90,"Outlook, VSCode, Chrome, spotify, Games, Excel","Outlook, VSCode, Excel",Y
5/4/2024,0007460G722,ELITEBOOK G7 NOTEBOOK PC,4,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,70,55,95,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Intellij,Y
5/4/2024,0007460G723,PRODESK 400 G4 DM (TAA),3,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,8,AMD Radeon(TM) R5 Graphics,60,100,75,"Chrome, Media Player, Image Editor, Teams","Media Player, Image Editor",Y
5/4/2024,0007460G724,PRODESK 400 G7,4,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,85,20,60,"Outlook, VSCode, Chrome, spotify, Games, Excel","Outlook, VSCode, Excel",Y
5/4/2024,0007460G725,Vostro 3000,3,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,8,Intel(R) UHD Graphics 630,45,20,35,"Chrome, Media Player, Image Editor, Teams","Media Player, Image Editor",Y
5/4/2024,0007460G726,ELITEBOOK G6,2,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,6,Intel(R) UHD Graphics 630,80,70,60,"Chrome, Media Player, Image Editor, Teams","Media Player, Image Editor",Y
5/4/2024,0007460G727,Vostro 3000,1,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,6,Intel(R) UHD Graphics 630,90,55,80,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Teams, Edge",Y
5/4/2024,0007460G728,ELITEBOOK G6,1,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,80,80,85,"Outlook, Python, Chrome, Teams, Games, Intellij","Teams, Intellij",Y
5/4/2024,0007460G729,ELITEDESK 800 G5 DESKTOP MINI,3,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,4,Intel(R) UHD Graphics 630,35,85,85,"Outlook, Image Editor, Chrome, Teams, Games, Python","Outlook, Image Editor, Chrome",Y
5/4/2024,0007460G730,PRODESK 400 G7,2,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,8,Intel(R) UHD Graphics 630,50,95,55,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Powerpoint, Excel, Zoom",Y
5/4/2024,0007460G731,OPTIPLEX 7040,2,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,85,80,100,"Outlook, Python, Chrome, Teams, Games, Intellij","Chrome, Intellij",Y
5/4/2024,0007460G732,ELITEBOOK G6,4,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",6,Intel(R) HD Graphics 4600,75,80,95,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Google Drive,Y
5/4/2024,0007460G733,ELITEDESK 800 G5 DESKTOP MINI,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Intel(R) UHD Graphics 630,30,85,30,"Outlook, Python, Chrome, Teams, Games, Intellij","Teams, Games, Python",Y
5/4/2024,0007460G734,ELITEBOOK G6,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,55,55,45,"Outlook, VSCode, Chrome, spotify, Games, Excel",Null,N
5/4/2024,0007460G735,ELITEBOOK X360 1030 G3,3,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,80,45,80,"Outlook, Python, Chrome, Teams, Games, Intellij","Outlook, Chrome",Y
5/4/2024,0007460G736,ELITEBOOK G6,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Intel(R) UHD Graphics 630,95,95,100,"Outlook, VSCode, Chrome, spotify, Games, Excel","Outlook, VSCode, Excel",Y
5/4/2024,0007460G737,OPTIPLEX 7040,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Intel(R) UHD Graphics 630,70,10,100,"Outlook, VSCode, Chrome, spotify, Games, Excel","Outlook, VSCode, Excel",Y
